,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
398,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,22-292,1999,9.5,0,4,2,50.0,0.42,0.21,0.00,0.00,18.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
399,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-207,1996,15.7,1,5,1,20.0,0.32,0.06,0.20,1.00,11.7,0,0,0,1.2,1.2,0.25,-0.2,-0.2,Matches
400,Jason Steele\28300a16,eng ENG,GK,Brighton,31-120,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
401,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-084,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
402,Zack Steffen\42130443,us USA,GK,Manchester City,26-258,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
403,Jack Stephens\6adbc307,eng ENG,DF,Southampton,27-323,1994,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
404,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-008,1994,9.2,4,26,11,42.3,2.83,1.20,0.12,0.27,14.7,0,1,1,4.5,3.7,0.14,-0.5,-0.7,Matches
405,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-202,1994,4.4,1,3,2,66.7,0.69,0.46,0.33,0.50,8.0,0,0,0,0.8,0.8,0.28,+0.2,+0.2,Matches
406,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-127,1999,9.3,0,2,0,0.0,0.21,0.00,0.00,,7.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
407,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-047,2001,0.8,0,1,0,0.0,1.25,0.00,0.00,,15.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
408,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,23-288,1998,1.9,0,3,1,33.3,1.59,0.53,0.00,0.00,6.5,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches
409,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-260,1999,5.6,0,3,1,33.3,0.54,0.18,0.00,0.00,9.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
410,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-089,1995,13.9,1,5,1,20.0,0.36,0.07,0.20,1.00,14.1,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
411,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-027,1992,14.0,1,12,4,33.3,0.86,0.29,0.08,0.25,8.4,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Matches
412,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,21-324,2000,6.9,0,14,1,7.1,2.03,0.15,0.00,0.00,20.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
413,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-089,1993,14.0,0,3,0,0.0,0.21,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
414,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-164,1999,5.0,0,9,4,44.4,1.81,0.81,0.00,0.00,19.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
415,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-001,1992,4.2,0,3,1,33.3,0.71,0.24,0.00,0.00,23.6,2,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
416,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-189,2001,8.0,0,2,0,0.0,0.25,0.00,0.00,,18.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
417,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-223,1997,11.8,5,28,9,32.1,2.36,0.76,0.14,0.44,23.3,0,1,1,2.9,2.2,0.08,+2.1,+1.8,Matches
418,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-194,1997,10.3,0,8,2,25.0,0.78,0.19,0.00,0.00,22.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
419,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-041,1998,13.7,0,9,2,22.2,0.66,0.15,0.00,0.00,18.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
420,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-262,1989,5.0,1,3,2,66.7,0.60,0.40,0.33,0.50,11.9,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Matches
421,Ivan Toney\e09f279b,eng ENG,FW,Brentford,25-275,1996,14.0,4,32,12,37.5,2.29,0.86,0.06,0.17,15.8,0,2,2,4.2,2.7,0.08,-0.2,-0.7,Matches
422,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,21-290,2000,3.4,2,13,4,30.8,3.86,1.19,0.15,0.50,14.1,0,0,0,2.5,2.5,0.19,-0.5,-0.5,Matches
423,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-192,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
424,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-153,1991,14.1,3,17,9,52.9,1.21,0.64,0.12,0.22,21.7,3,1,1,2.2,1.4,0.08,+0.8,+0.6,Matches
425,Adama Traoré\9a28eba4,es ESP,FW,Wolves,25-325,1996,11.1,0,21,5,23.8,1.89,0.45,0.00,0.00,19.7,0,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches
426,Bertrand Traoré\c47541e0,bf BFA,MFDF,Aston Villa,26-101,1995,0.6,0,4,0,0.0,6.32,0.00,0.00,,21.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
427,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,21-352,1999,8.8,0,20,8,40.0,2.27,0.91,0.00,0.00,16.9,1,0,0,2.6,2.6,0.13,-2.6,-2.6,Matches
428,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-106,1993,14.3,0,2,0,0.0,0.14,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
429,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-012,1994,15.6,3,40,15,37.5,2.56,0.96,0.05,0.13,19.0,4,1,1,3.1,2.4,0.06,-0.1,-0.4,Matches
430,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-218,1996,4.3,0,3,1,33.3,0.69,0.23,0.00,0.00,18.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
431,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-032,1997,5.6,0,2,1,50.0,0.35,0.18,0.00,0.00,7.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
432,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,26-268,1995,3.0,0,3,0,0.0,0.99,0.00,0.00,,17.9,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
433,Christos Tzolis\9f333379,gr GRE,MFFW,Norwich City,19-320,2002,2.2,0,4,2,50.0,1.78,0.89,0.00,0.00,18.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
434,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-235,1993,6.0,0,4,0,0.0,0.67,0.00,0.00,,9.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
435,Jamie Vardy\45963054,eng ENG,FW,Leicester City,34-339,1987,13.7,9,34,15,44.1,2.49,1.10,0.26,0.60,11.9,0,0,0,6.0,6.0,0.18,+3.0,+3.0,Matches
436,Joël Veltman\dad4b285,nl NED,DF,Brighton,29-335,1992,11.8,0,3,0,0.0,0.25,0.00,0.00,,16.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
437,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-135,1992,4.3,0,1,0,0.0,0.23,0.00,0.00,,4.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
438,Nikola Vlašić\aa8e289e,hr CRO,MFFW,West Ham,24-073,1997,1.7,0,1,0,0.0,0.60,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
439,Matěj Vydra\0d4ceb32,cz CZE,FW,Burnley,29-229,1992,3.7,1,11,4,36.4,2.96,1.07,0.09,0.25,15.2,0,0,0,1.9,1.9,0.17,-0.9,-0.9,Matches
440,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,32-275,1989,3.2,0,5,0,0.0,1.55,0.00,0.00,,14.6,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
441,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-202,1990,11.5,0,5,1,20.0,0.43,0.09,0.00,0.00,23.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
442,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-247,1997,11.0,0,7,0,0.0,0.64,0.00,0.00,,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
443,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-020,1997,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,17.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
444,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-048,1989,16.0,0,7,1,14.3,0.44,0.06,0.00,0.00,20.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
445,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-045,1994,14.7,3,20,8,40.0,1.36,0.54,0.05,0.13,27.3,9,2,2,2.4,0.9,0.04,+0.6,+0.1,Matches
446,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,25-351,1995,14.1,5,34,16,47.1,2.41,1.13,0.15,0.31,13.5,0,0,0,5.2,5.2,0.15,-0.2,-0.2,Matches
447,Adam Webster\c40b6180,eng ENG,DF,Brighton,26-346,1995,6.0,0,2,0,0.0,0.34,0.00,0.00,,16.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
448,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-020,1990,2.7,1,4,3,75.0,1.51,1.13,0.25,0.33,15.2,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
449,Timo Werner\49fe9070,de GER,FW,Chelsea,25-285,1996,6.1,1,18,6,33.3,2.97,0.99,0.06,0.17,13.4,0,0,0,3.2,3.2,0.18,-2.2,-2.2,Matches
450,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-259,1990,12.8,0,6,1,16.7,0.47,0.08,0.00,0.00,19.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
451,Ben White\35e413f1,eng ENG,DF,Arsenal,24-069,1997,15.0,0,3,0,0.0,0.20,0.00,0.00,,13.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
452,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-104,2000,10.2,0,1,0,0.0,0.10,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
453,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-247,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
454,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-118,1999,11.1,0,11,3,27.3,0.99,0.27,0.00,0.00,19.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
455,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,29-292,1992,11.5,6,24,8,33.3,2.08,0.69,0.21,0.63,11.6,0,1,1,4.3,3.6,0.15,+1.7,+1.4,Matches
456,Harry Winks\2f7acede,eng ENG,MF,Tottenham,25-317,1996,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
457,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-104,1996,1.9,2,4,3,75.0,2.08,1.56,0.50,0.67,11.8,0,0,0,0.4,0.4,0.11,+1.6,+1.6,Matches
458,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-009,1991,13.3,3,26,8,30.8,1.96,0.60,0.12,0.38,11.8,0,0,0,3.8,3.8,0.15,-0.8,-0.8,Matches
459,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,24-287,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
460,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-080,1992,6.2,0,7,0,0.0,1.14,0.00,0.00,,21.4,1,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
461,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-054,1989,0.7,0,3,0,0.0,4.50,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
462,Ashley Young\be927d03,eng ENG,FWDF,Aston Villa,36-160,1985,8.1,0,8,1,12.5,0.98,0.12,0.00,0.00,19.3,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
463,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-036,1992,15.1,5,26,8,30.8,1.73,0.53,0.12,0.38,19.0,0,2,2,3.5,1.9,0.07,+1.5,+1.1,Matches
464,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-001,1996,3.6,0,4,2,50.0,1.10,0.55,0.00,0.00,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
465,Hakim Ziyech\6622454d,ma MAR,MFFW,Chelsea,28-272,1993,4.4,1,23,7,30.4,5.23,1.59,0.04,0.14,18.3,1,0,0,2.4,2.4,0.10,-1.4,-1.4,Matches
466,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-050,1994,10.8,1,4,1,25.0,0.37,0.09,0.25,1.00,5.6,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
467,Martin Ødegaard\79300479,no NOR,MF,Arsenal,22-364,1998,10.9,4,14,7,50.0,1.28,0.64,0.29,0.57,20.1,5,0,0,1.2,1.2,0.09,+2.8,+2.8,Matches
