,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
415,Ezequiel Schelotto\a6e316c1,it ITA,DF,Brighton,30,1989,4.0,0,5,1,20.0,1.25,0.25,0.00,0.00,15.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
416,Jeffrey Schlupp\3312f911,gh GHA,MF,Crystal Palace,26,1992,11.5,3,18,9,50.0,1.56,0.78,0.17,0.33,18.9,0,0,0,1.7,1.7,0.09,+1.3,+1.3,Matches
417,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,32,1986,38.0,0,1,0,0.0,0.03,0.00,0.00,,59.0,1,0,0,0.0,0.0,0.04,0.0,0.0,Matches
418,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Everton,29,1989,11.1,0,6,0,0.0,0.54,0.00,0.00,,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
419,Ryan Sessegnon\6aa3e78b,eng ENG,DF,Tottenham,19,2000,3.8,0,1,0,0.0,0.26,0.00,0.00,,15.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
420,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Liverpool,27,1991,2.1,1,4,1,25.0,1.95,0.49,0.25,1.00,19.5,0,0,0,0.6,0.6,0.14,+0.4,+0.4,Matches
421,Billy Sharp\e8c9f4e9,eng ENG,FW,Sheffield Utd,33,1986,11.7,3,14,5,35.7,1.20,0.43,0.21,0.60,9.5,0,0,0,2.7,2.7,0.19,+0.3,+0.3,Matches
422,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,24,1995,19.3,0,10,5,50.0,0.52,0.26,0.00,0.00,18.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
423,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,27,1992,23.5,6,45,14,31.1,1.91,0.59,0.13,0.43,25.6,8,0,0,2.5,2.5,0.05,+3.5,+3.5,Matches
424,Djibril Sidibé\4c5b714f,fr FRA,DF,Everton,27,1992,20.3,0,12,3,25.0,0.59,0.15,0.00,0.00,24.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
425,Gylfi Sigurðsson\76dd1480,is ISL,MF,Everton,29,1989,28.4,2,45,12,26.7,1.58,0.42,0.02,0.08,21.1,5,1,1,4.2,3.4,0.08,-2.2,-2.4,Matches
426,Bernardo Silva\3eb22ec9,pt POR,FWMF,Manchester City,24,1994,22.6,6,49,15,30.6,2.17,0.67,0.12,0.40,14.0,0,0,0,6.7,6.7,0.14,-0.7,-0.7,Matches
427,David Silva\e2716bd0,es ESP,MF,Manchester City,33,1986,20.3,6,46,17,37.0,2.27,0.84,0.13,0.35,14.2,5,0,0,6.3,6.3,0.14,-0.3,-0.3,Matches
428,Jack Simpson\76fa5f80,eng ENG,DF,Bournemouth,22,1996,2.7,0,1,0,0.0,0.37,0.00,0.00,,15.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
429,Moussa Sissoko\2acd49b9,fr FRA,MF,Tottenham,29,1989,27.2,2,14,4,28.6,0.51,0.15,0.14,0.50,14.8,0,0,0,2.4,2.4,0.17,-0.4,-0.4,Matches
430,Oliver Skipp\6250083a,eng ENG,MFDF,Tottenham,18,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
431,William Smallbone\5e105217,ie IRL,MF,Southampton,19,2000,4.4,0,5,0,0.0,1.15,0.00,0.00,,21.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
432,Adam Smith\20b104bc,eng ENG,DF,Bournemouth,28,1991,22.8,0,4,1,25.0,0.18,0.04,0.00,0.00,17.9,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches
433,Emile Smith-Rowe\17695062,eng ENG,MF,Arsenal,19,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
434,Robert Snodgrass\9f4647e9,sct SCO,MFFW,West Ham,31,1987,16.8,5,21,10,47.6,1.25,0.60,0.24,0.50,16.3,0,0,0,2.8,2.8,0.13,+2.2,+2.2,Matches
435,Cédric Soares\839c14e1,pt POR,DF,Southampton,27,1991,14.5,0,10,4,40.0,0.69,0.28,0.00,0.00,19.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
436,Cédric Soares\839c14e1,pt POR,DF,Arsenal,27,1991,2.8,1,1,1,100.0,0.36,0.36,1.00,1.00,24.0,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
437,Dominic Solanke\e77dc3b2,eng ENG,FWMF,Bournemouth,21,1997,18.3,3,35,8,22.9,1.91,0.44,0.09,0.38,13.8,0,0,0,3.7,3.7,0.11,-0.7,-0.7,Matches
438,Tomáš Souček\6613c819,cz CZE,MF,West Ham,24,1995,11.6,3,19,7,36.8,1.64,0.61,0.16,0.43,12.1,0,0,0,2.2,2.2,0.12,+0.8,+0.8,Matches
439,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,23,1996,33.7,1,20,7,35.0,0.59,0.21,0.05,0.14,9.0,0,0,0,2.3,2.3,0.11,-1.3,-1.3,Matches
440,Dennis Srbeny\1fdec858,de GER,MFFW,Norwich City,25,1994,0.5,1,2,1,50.0,3.83,1.91,0.50,1.00,8.5,0,0,0,0.6,0.6,0.30,+0.4,+0.4,Matches
441,Jack Stacey\558807c0,eng ENG,DF,Bournemouth,23,1996,17.2,0,5,2,40.0,0.29,0.12,0.00,0.00,11.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
442,Junior Stanislas\6992791d,eng ENG,MFDF,Bournemouth,29,1989,7.9,3,16,6,37.5,2.02,0.76,0.13,0.33,20.5,3,1,1,1.6,0.8,0.05,+1.4,+1.2,Matches
443,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,26,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
444,Dale Stephens\653ee42d,eng ENG,MF,Brighton,30,1989,28.1,0,18,2,11.1,0.64,0.07,0.00,0.00,24.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
445,Jack Stephens\6adbc307,eng ENG,DF,Southampton,25,1994,27.2,1,6,1,16.7,0.22,0.04,0.17,1.00,8.6,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
446,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,24,1994,29.5,20,96,36,37.5,3.26,1.22,0.21,0.56,13.5,1,0,2,17.1,15.1,0.16,+2.9,+4.9,Matches
447,Enda Stevens\17d4507a,ie IRL,DF,Sheffield Utd,29,1990,37.2,2,22,4,18.2,0.59,0.11,0.09,0.50,18.3,0,0,0,1.2,1.2,0.05,+0.8,+0.8,Matches
448,Marco Stiepermann\b606638c,de GER,MF,Norwich City,28,1991,13.1,0,19,5,26.3,1.45,0.38,0.00,0.00,17.1,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
449,John Stones\5eecec3d,eng ENG,DF,Manchester City,25,1994,12.5,0,6,1,16.7,0.48,0.08,0.00,0.00,7.9,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
450,Isaac Success\f573a8bf,ng NGA,FWMF,Watford,23,1996,0.8,0,1,1,100.0,1.29,1.29,0.00,0.00,11.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
451,Ki Sung-yueng\1d8c99b0,kr KOR,MF,Newcastle Utd,30,1989,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
452,Andrew Surman\7d41b619,eng ENG,MF,Bournemouth,32,1986,2.6,0,1,0,0.0,0.38,0.00,0.00,,24.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
453,Sam Surridge\b017b770,eng ENG,FWMF,Bournemouth,21,1998,0.3,0,2,0,0.0,6.67,0.00,0.00,,11.6,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
454,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,20,1999,5.8,0,3,1,33.3,0.51,0.17,0.00,0.00,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
455,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,23,1995,25.5,1,7,4,57.1,0.27,0.16,0.14,0.25,16.4,1,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
456,James Tarkowski\15ea812b,eng ENG,DF,Burnley,26,1992,38.0,2,20,4,20.0,0.53,0.11,0.10,0.50,8.2,0,0,0,2.4,2.4,0.12,-0.4,-0.4,Matches
457,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,25,1993,21.6,0,1,0,0.0,0.05,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
458,Neil Taylor\c2f9d19f,wls WAL,DF,Aston Villa,30,1989,12.1,0,3,0,0.0,0.25,0.00,0.00,,15.1,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
459,Nathan Tella\f1e94cd6,eng ENG,FW,Southampton,20,1999,0.0,0,1,1,100.0,30.00,30.00,0.00,0.00,18.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
460,Alexander Tettey\75566759,no NOR,MFDF,Norwich City,33,1986,26.0,1,23,3,13.0,0.89,0.12,0.04,0.33,23.2,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
461,Jordan Thomas\b547f08c,eng ENG,FW,Norwich City,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
462,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,18,2001,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
463,Max Thompson\fa38722f,eng ENG,FW,Burnley,17,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
464,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,22,1997,31.4,3,54,13,24.1,1.72,0.41,0.06,0.23,22.6,0,0,0,3.3,3.3,0.06,-0.3,-0.3,Matches
465,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,22,1997,11.0,1,6,2,33.3,0.55,0.18,0.17,0.50,19.8,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
466,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,30,1989,17.6,1,9,2,22.2,0.51,0.11,0.11,0.50,7.9,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches
467,Fikayo Tomori\7edfbb8a,eng ENG,DF,Chelsea,21,1997,14.3,1,7,3,42.9,0.49,0.21,0.14,0.33,13.6,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
468,Lucas Torreira\52611641,uy URU,MF,Arsenal,23,1996,16.8,1,21,6,28.6,1.25,0.36,0.05,0.17,17.5,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
469,Cenk Tosun\9a104dee,tr TUR,FW,Everton,28,1991,3.2,1,11,3,27.3,3.40,0.93,0.09,0.33,13.7,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
470,Cenk Tosun\9a104dee,tr TUR,FW,Crystal Palace,28,1991,2.0,1,4,2,50.0,2.03,1.02,0.25,0.50,11.9,0,0,0,0.7,0.7,0.18,+0.3,+0.3,Matches
471,Andros Townsend\b28bbd58,eng ENG,MF,Crystal Palace,28,1991,14.4,1,12,5,41.7,0.83,0.35,0.08,0.20,24.9,1,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
472,Adama Traoré\9a28eba4,es ESP,FWMF,Wolves,23,1996,28.9,4,43,12,27.9,1.49,0.41,0.09,0.33,19.6,0,0,0,3.5,3.5,0.08,+0.5,+0.5,Matches
473,Mark Travers\fe558029,ie IRL,GK,Bournemouth,20,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
474,Trézéguet\3ae14ed1,eg EGY,FWMF,Aston Villa,24,1994,21.7,6,50,17,34.0,2.31,0.78,0.12,0.35,17.2,3,0,0,3.9,3.9,0.08,+2.1,+2.1,Matches
475,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,24,1994,22.3,5,42,13,31.0,1.88,0.58,0.12,0.38,16.0,0,0,0,4.7,4.7,0.11,+0.3,+0.3,Matches
476,Tom Trybull\552aa16c,de GER,MF,Norwich City,26,1993,12.6,0,11,2,18.2,0.88,0.16,0.00,0.00,17.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
477,Axel Tuanzebe\2baec6ce,eng ENG,DF,Manchester Utd,21,1997,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
478,Yan Valery\531a4aa8,fr FRA,DF,Southampton,20,1999,8.7,0,3,2,66.7,0.35,0.23,0.00,0.00,16.2,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
479,Jesús Vallejo\c2111b45,es ESP,DF,Wolves,22,1997,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
480,Jamie Vardy\45963054,eng ENG,FW,Leicester City,32,1987,33.7,23,87,38,43.7,2.58,1.13,0.22,0.50,12.4,0,4,5,20.3,16.5,0.20,+2.7,+2.5,Matches
481,Indiana Vassilev\04e195ee,us USA,FWMF,Aston Villa,18,2001,0.6,0,1,0,0.0,1.76,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
482,Jan Vertonghen\ba23a904,be BEL,DF,Tottenham,32,1987,18.3,1,4,2,50.0,0.22,0.11,0.25,0.50,11.3,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
483,Jannik Vestergaard\1900032e,dk DEN,DF,Southampton,26,1992,16.6,1,10,5,50.0,0.60,0.30,0.10,0.20,11.7,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
484,Rúben Vinagre\b937e490,pt POR,DF,Wolves,20,1999,7.2,0,5,0,0.0,0.69,0.00,0.00,,13.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
485,Jake Vokins\d484c261,eng ENG,DF,Southampton,19,2000,1.0,0,1,0,0.0,1.00,0.00,0.00,,28.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
486,Mario Vrančić\16fa6881,ba BIH,MF,Norwich City,30,1989,7.1,1,14,3,21.4,1.98,0.42,0.07,0.33,18.2,2,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
487,Matěj Vydra\0d4ceb32,cz CZE,FW,Burnley,27,1992,9.1,2,18,10,55.6,1.98,1.10,0.11,0.20,12.7,0,0,0,3.7,3.7,0.21,-1.7,-1.7,Matches
488,Theo Walcott\1ecb65be,eng ENG,MFFW,Everton,30,1989,14.3,2,28,10,35.7,1.96,0.70,0.07,0.20,15.9,0,0,0,2.8,2.8,0.10,-0.8,-0.8,Matches
489,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,29,1990,26.6,1,13,3,23.1,0.49,0.11,0.08,0.33,26.6,1,0,0,1.0,1.0,0.08,0.0,0.0,Matches
490,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,22,1997,7.8,0,2,0,0.0,0.26,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
491,Kyle Walker-Peters\984a5a64,eng ENG,DF,Tottenham,22,1997,2.7,0,1,0,0.0,0.37,0.00,0.00,,21.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
492,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,21,1997,34.1,0,9,1,11.1,0.26,0.03,0.00,0.00,17.3,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches
493,Victor Wanyama\e0900238,ke KEN,MF,Tottenham,28,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
494,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,29,1989,26.5,0,5,1,20.0,0.19,0.04,0.00,0.00,14.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
495,James Ward-Prowse\3515d404,eng ENG,MFDF,Southampton,24,1994,38.0,5,54,23,42.6,1.42,0.61,0.07,0.17,23.1,24,1,3,7.1,4.6,0.09,-2.1,-0.6,Matches
496,Kelland Watts\603e4f0b,eng ENG,DF,Newcastle Utd,19,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
497,Adam Webster\c40b6180,eng ENG,DF,Brighton,24,1995,29.6,3,16,7,43.8,0.54,0.24,0.19,0.43,13.2,0,0,0,1.1,1.1,0.07,+1.9,+1.9,Matches
498,Danny Welbeck\ce5143da,eng ENG,FWMF,Watford,28,1990,9.1,2,21,9,42.9,2.30,0.99,0.10,0.22,10.7,0,0,0,3.3,3.3,0.16,-1.3,-1.3,Matches
499,Ashley Westwood\495945ef,eng ENG,MF,Burnley,29,1990,35.0,2,13,3,23.1,0.37,0.09,0.15,0.67,19.3,2,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
500,Connor Wickham\41cc19c2,eng ENG,FWMF,Crystal Palace,26,1993,1.1,1,4,2,50.0,3.75,1.87,0.25,0.50,12.3,0,0,0,1.3,1.3,0.33,-0.3,-0.3,Matches
501,Georginio Wijnaldum\eb58eef0,nl NED,MF,Liverpool,28,1990,32.6,4,36,15,41.7,1.10,0.46,0.11,0.27,15.1,0,0,0,3.1,3.1,0.09,+0.9,+0.9,Matches
502,Jetro Willems\9050ddc4,nl NED,DF,Newcastle Utd,25,1994,16.6,2,14,6,42.9,0.84,0.36,0.14,0.33,19.5,0,0,0,0.6,0.6,0.04,+1.4,+1.4,Matches
503,Brandon Williams\5e74d6c8,eng ENG,DF,Manchester Utd,18,2000,11.2,1,6,2,33.3,0.54,0.18,0.17,0.50,13.0,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
504,Neco Williams\dd323728,wls WAL,DF,Liverpool,18,2001,2.6,0,7,1,14.3,2.74,0.39,0.00,0.00,21.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
505,Willian\8b9ebd03,br BRA,FW,Chelsea,30,1988,28.9,9,67,26,38.8,2.32,0.90,0.07,0.19,19.6,8,4,4,7.1,4.0,0.06,+1.9,+1.0,Matches
506,Joe Willock\a3b03921,eng ENG,MFFW,Arsenal,19,1999,9.5,1,14,4,28.6,1.47,0.42,0.07,0.25,15.3,0,0,0,2.3,2.3,0.17,-1.3,-1.3,Matches
507,Jack Wilshere\9c318325,eng ENG,MF,West Ham,27,1992,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
508,Callum Wilson\c596fcb0,eng ENG,FW,Bournemouth,27,1992,32.3,8,54,22,40.7,1.67,0.68,0.15,0.36,11.2,0,0,0,10.0,10.0,0.19,-2.0,-2.0,Matches
509,Harry Wilson\c6dc9ecd,wls WAL,MFFW,Bournemouth,22,1997,18.3,7,54,19,35.2,2.95,1.04,0.13,0.37,19.8,12,0,0,4.5,4.5,0.08,+2.5,+2.5,Matches
510,Harry Winks\2f7acede,eng ENG,MF,Tottenham,23,1996,24.7,0,14,2,14.3,0.57,0.08,0.00,0.00,24.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
511,Chris Wood\4e9a0555,nz NZL,FW,Burnley,27,1991,27.1,14,64,28,43.8,2.36,1.03,0.20,0.46,10.2,0,1,1,13.0,12.2,0.19,+1.0,+0.8,Matches
512,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,26,1992,28.7,1,11,3,27.3,0.38,0.10,0.09,0.33,23.8,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
513,Andriy Yarmolenko\849c826a,ua UKR,MFFW,West Ham,29,1989,11.0,5,26,12,46.2,2.36,1.09,0.19,0.42,17.5,2,0,0,2.1,2.1,0.08,+2.9,+2.9,Matches
514,DeAndre Yedlin\ae0a7ddf,us USA,DF,Newcastle Utd,26,1993,10.4,1,1,1,100.0,0.10,0.10,1.00,1.00,4.1,0,0,0,0.7,0.7,0.68,+0.3,+0.3,Matches
515,Maya Yoshida\caffaf5a,jp JPN,DF,Southampton,30,1988,6.2,0,4,3,75.0,0.64,0.48,0.00,0.00,12.6,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
516,Ashley Young\be927d03,eng ENG,DF,Manchester Utd,34,1985,10.6,0,3,0,0.0,0.28,0.00,0.00,,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
517,Pablo Zabaleta\6813ac34,ar ARG,DF,West Ham,34,1985,6.6,0,1,0,0.0,0.15,0.00,0.00,,12.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
518,Wilfried Zaha\b2bc3b1f,ci CIV,MFFW,Crystal Palace,26,1992,36.4,4,61,17,27.9,1.67,0.47,0.07,0.24,15.8,0,0,0,5.3,5.3,0.09,-1.3,-1.3,Matches
519,Christoph Zimmermann\2d5f03bf,de GER,DF,Norwich City,26,1993,15.9,0,6,1,16.7,0.38,0.06,0.00,0.00,14.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
520,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,22,1996,14.2,0,16,3,18.8,1.13,0.21,0.00,0.00,25.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
521,Richairo Živković\d2d74d9c,nl NED,FW,Sheffield Utd,22,1996,1.2,0,1,0,0.0,0.80,0.00,0.00,,13.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
522,Kurt Zouma\ce4246f5,fr FRA,DF,Chelsea,24,1994,26.0,0,15,5,33.3,0.58,0.19,0.00,0.00,11.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
