,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
276,Ruben Loftus-Cheek\e97fd090,eng ENG,FW,Chelsea,24,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
277,Kevin Long\5a4280b1,ie IRL,DF,Burnley,29,1990,7.1,0,2,0,0.0,0.28,0.00,0.00,,8.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
278,Shane Long\9f472354,ie IRL,FW,Southampton,33,1987,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,19.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
279,Matthew Longstaff\c0027d2d,eng ENG,MF,Newcastle Utd,20,2000,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
280,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,22,1997,15.7,0,15,5,33.3,0.96,0.32,0.00,0.00,18.7,1,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches
281,Ademola Lookman\7c104bb7,eng ENG,FWMF,Fulham,22,1997,30.5,4,68,21,30.9,2.23,0.69,0.06,0.19,17.1,3,0,1,5.5,4.8,0.07,-1.5,-0.8,Matches
282,Max Lowe\7af88b33,eng ENG,DF,Sheffield Utd,23,1997,6.1,0,2,1,50.0,0.33,0.16,0.00,0.00,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
283,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,31,1989,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,23.9,0,0,0,0.7,0.7,0.03,+0.3,+0.3,Matches
284,David Luiz\c0e27d1a,br BRA,DF,Arsenal,33,1987,15.5,1,15,2,13.3,0.97,0.13,0.07,0.50,17.5,3,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
285,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,22,1998,30.9,0,26,7,26.9,0.84,0.23,0.00,0.00,22.4,1,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
286,John Lundstram\0df2b165,eng ENG,MF,Sheffield Utd,26,1994,22.6,0,19,4,21.1,0.84,0.18,0.00,0.00,23.2,1,0,1,2.0,1.3,0.07,-2.0,-1.3,Matches
287,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,21,1998,12.4,1,26,3,11.5,2.10,0.24,0.04,0.33,21.4,1,0,0,1.1,1.1,0.04,-0.1,-0.1,Matches
288,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,23,1996,23.3,8,74,24,32.4,3.17,1.03,0.11,0.33,23.9,13,0,0,4.4,4.4,0.06,+3.6,+3.6,Matches
289,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,27,1993,33.9,2,36,9,25.0,1.06,0.27,0.06,0.22,11.1,0,0,0,2.1,2.1,0.06,-0.1,-0.1,Matches
290,Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,29,1991,21.7,9,58,22,37.9,2.68,1.02,0.16,0.41,16.5,3,0,0,5.6,5.6,0.10,+3.4,+3.4,Matches
291,Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,West Brom,22,1997,13.7,0,10,3,30.0,0.73,0.22,0.00,0.00,22.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
292,Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,Arsenal,22,1997,5.4,0,2,1,50.0,0.37,0.18,0.00,0.00,20.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
293,Josh Maja\bc0bfc64,ng NGA,FWMF,Fulham,21,1998,9.0,3,20,7,35.0,2.22,0.78,0.10,0.29,14.0,0,1,1,4.8,4.0,0.20,-1.8,-2.0,Matches
294,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,28,1992,31.2,11,93,35,37.6,2.98,1.12,0.12,0.31,12.8,0,0,0,15.2,15.2,0.16,-4.2,-4.2,Matches
295,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,26,1994,9.2,0,1,0,0.0,0.11,0.00,0.00,,22.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
296,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,31,1989,6.9,0,2,0,0.0,0.29,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
297,Solly March\bb5fbd2b,eng ENG,DF,Brighton,26,1994,18.6,2,22,4,18.2,1.18,0.22,0.09,0.50,17.3,1,0,0,1.7,1.7,0.08,+0.3,+0.3,Matches
298,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,26,1993,10.0,0,2,0,0.0,0.20,0.00,0.00,,21.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
299,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,24,1995,16.4,4,43,21,48.8,2.61,1.28,0.09,0.19,14.1,0,0,0,6.5,6.5,0.15,-2.5,-2.5,Matches
300,Martinelli\48a5a5d6,br BRA,FW,Arsenal,19,2001,6.5,2,20,8,40.0,3.06,1.22,0.10,0.25,13.1,0,0,0,3.4,3.4,0.17,-1.4,-1.4,Matches
301,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,27,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
302,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,26,1993,11.2,0,6,2,33.3,0.54,0.18,0.00,0.00,21.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
303,Juan Mata\29733c72,es ESP,FWMF,Manchester Utd,32,1988,5.7,1,4,3,75.0,0.71,0.53,0.00,0.00,20.6,0,1,1,1.1,0.3,0.08,-0.1,-0.3,Matches
304,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,23,1997,2.5,1,4,2,50.0,1.63,0.81,0.25,0.50,11.9,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
305,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,31,1988,12.3,0,6,3,50.0,0.49,0.24,0.00,0.00,21.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
306,Joël Matip\b217ef29,cm CMR,DF,Liverpool,28,1991,7.7,1,5,2,40.0,0.65,0.26,0.20,0.50,6.8,0,0,0,0.6,0.6,0.13,+0.4,+0.4,Matches
307,Neal Maupay\4bcf39f6,fr FRA,FWMF,Brighton,23,1996,27.9,8,67,22,32.8,2.40,0.79,0.07,0.23,14.2,0,3,4,13.0,9.9,0.15,-5.0,-4.9,Matches
308,James McArthur\cee31595,sct SCO,MF,Crystal Palace,32,1987,16.3,0,6,0,0.0,0.37,0.00,0.00,,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
309,Oliver McBurnie\78b8ac63,sct SCO,FW,Sheffield Utd,24,1996,14.7,1,30,12,40.0,2.04,0.82,0.03,0.08,11.4,0,0,0,3.1,3.1,0.10,-2.1,-2.1,Matches
310,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,30,1989,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
311,James McCarthy\64b08de7,ie IRL,MF,Crystal Palace,29,1990,9.1,0,1,0,0.0,0.11,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
312,John McGinn\90f91999,sct SCO,MF,Aston Villa,25,1994,37.0,3,46,11,23.9,1.24,0.30,0.07,0.27,22.1,0,0,0,2.2,2.2,0.05,+0.8,+0.8,Matches
313,David McGoldrick\dbe56a33,ie IRL,FWMF,Sheffield Utd,32,1987,26.6,8,72,24,33.3,2.70,0.90,0.11,0.33,17.3,1,0,0,6.9,6.9,0.10,+1.1,+1.1,Matches
314,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,20,1999,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,21.9,1,0,0,1.1,1.1,0.04,+0.9,+0.9,Matches
315,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,23,1996,23.7,4,26,7,26.9,1.10,0.30,0.15,0.57,16.1,0,0,0,2.1,2.1,0.08,+1.9,+1.9,Matches
316,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,30,1989,29.9,2,22,6,27.3,0.74,0.20,0.09,0.33,9.9,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
317,Hannibal Mejbri\ca22ccb0,tn TUN,MF,Manchester Utd,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
318,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,26,1994,10.6,2,6,2,33.3,0.57,0.19,0.33,1.00,16.5,0,0,0,0.4,0.4,0.07,+1.6,+1.6,Matches
319,Edouard Mendy\33887998,sn SEN,GK,Chelsea,28,1992,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
320,Nampalys Mendy\1598599e,sn SEN,MF,Leicester City,28,1992,16.2,0,4,2,50.0,0.25,0.12,0.00,0.00,26.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
321,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,20,2000,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
322,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,29,1991,26.2,1,17,5,29.4,0.65,0.19,0.00,0.00,27.0,7,1,2,2.3,0.8,0.05,-1.3,-0.8,Matches
323,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,34,1986,11.9,0,12,3,25.0,1.01,0.25,0.00,0.00,22.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
324,Yerry Mina\6d5701f2,co COL,DF,Everton,25,1994,21.5,2,17,4,23.5,0.79,0.19,0.12,0.50,10.2,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
325,Takumi Minamino\f833a830,jp JPN,MFFW,Liverpool,25,1995,3.3,1,7,3,42.9,2.15,0.92,0.14,0.33,16.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
326,Takumi Minamino\f833a830,jp JPN,MFFW,Southampton,25,1995,7.9,2,13,4,30.8,1.65,0.51,0.15,0.50,17.5,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
327,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,27,1993,35.5,2,19,7,36.8,0.54,0.20,0.11,0.29,8.8,0,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
328,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,20,1999,19.0,1,2,2,100.0,0.11,0.11,0.50,0.50,8.1,0,0,0,0.4,0.4,0.21,+0.6,+0.6,Matches
329,Aleksandar Mitrović\3925dbd6,rs SRB,FW,Fulham,25,1994,15.6,3,56,17,30.4,3.59,1.09,0.04,0.12,14.9,1,1,2,6.5,5.0,0.09,-3.5,-3.0,Matches
330,Jakub Moder\f230bc30,pl POL,DFMF,Brighton,21,1999,7.2,0,13,3,23.1,1.81,0.42,0.00,0.00,17.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
331,Jayson Molumby\c908a1bc,ie IRL,MF,Brighton,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
332,Wesley Moraes\bfae110f,br BRA,MFFW,Aston Villa,23,1996,0.2,0,1,1,100.0,5.00,5.00,0.00,0.00,12.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
333,Wes Morgan\80c31c97,jm JAM,DF,Leicester City,36,1984,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
334,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,21,1999,32.1,6,82,26,31.7,2.55,0.81,0.06,0.19,20.5,7,1,1,6.8,6.0,0.07,-0.8,-1.0,Matches
335,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,27,1992,15.7,3,18,6,33.3,1.15,0.38,0.17,0.50,15.3,0,0,0,2.2,2.2,0.12,+0.8,+0.8,Matches
336,Lys Mousset\d9cfca3d,fr FRA,FWMF,Sheffield Utd,24,1996,3.3,0,4,2,50.0,1.22,0.61,0.00,0.00,16.5,0,0,0,0.7,0.7,0.18,-0.7,-0.7,Matches
337,João Moutinho\f5a00fa4,pt POR,MF,Wolves,33,1986,28.1,1,15,4,26.7,0.53,0.14,0.07,0.25,22.3,1,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
338,Joel Mumbongo\f8e588df,se SWE,FW,Burnley,21,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
339,Jacob Murphy\de112b84,eng ENG,DFMF,Newcastle Utd,25,1995,18.1,2,29,8,27.6,1.61,0.44,0.07,0.25,22.9,5,0,0,1.2,1.2,0.04,+0.8,+0.8,Matches
340,Shkodran Mustafi\3f2d59fe,de GER,DF,Arsenal,28,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
341,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,26,1994,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,25.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
342,Iliman Ndiaye\5ed97752,fr FRA,MF,Sheffield Utd,21,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
343,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,23,1996,24.2,1,16,1,6.3,0.66,0.04,0.06,1.00,18.8,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
344,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,23,1996,23.2,3,18,7,38.9,0.77,0.30,0.17,0.43,17.1,0,0,0,1.4,1.4,0.08,+1.6,+1.6,Matches
345,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,20,1999,0.8,0,1,0,0.0,1.27,0.00,0.00,,11.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
346,Pedro Neto\7ba2eaa9,pt POR,FWMF,Wolves,20,2000,28.3,5,61,21,34.4,2.15,0.74,0.08,0.24,18.8,0,0,0,4.8,4.8,0.08,+0.2,+0.2,Matches
347,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,23,1997,29.7,5,64,14,21.9,2.15,0.47,0.03,0.14,25.4,11,3,3,5.1,2.9,0.04,-0.1,-0.9,Matches
348,Eddie Nketiah\a53649b7,eng ENG,FW,Arsenal,21,1999,4.7,2,12,5,41.7,2.55,1.06,0.17,0.40,12.5,0,0,0,2.4,2.4,0.20,-0.4,-0.4,Matches
349,Niels Nkounkou\f5b281e7,fr FRA,DFFW,Everton,19,2000,0.9,0,1,0,0.0,1.11,0.00,0.00,,26.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
350,Dan Nlundulu\30040f5d,eng ENG,FW,Southampton,21,1999,1.2,0,1,0,0.0,0.81,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
351,Mark Noble\ff527768,eng ENG,MF,West Ham,33,1987,7.9,0,1,0,0.0,0.13,0.00,0.00,,21.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
352,Will Norris\c73ada83,eng ENG,GK,Burnley,26,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
353,Oliver Norwood\43439614,nir NIR,MF,Sheffield Utd,29,1991,24.7,0,11,1,9.1,0.45,0.04,0.00,0.00,28.9,2,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
354,Jack O'Connell\312626c1,eng ENG,DF,Sheffield Utd,26,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
355,Dara O'Shea\1d042188,ie IRL,DF,West Brom,21,1999,23.4,0,4,0,0.0,0.17,0.00,0.00,,11.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
356,Michael Obafemi\caa1a7f0,ie IRL,FW,Southampton,20,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
357,Denis Odoi\f7750aa0,be BEL,DF,Fulham,32,1988,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,23.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
358,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,32,1988,27.7,3,12,4,33.3,0.43,0.14,0.25,0.75,7.2,0,0,0,1.5,1.5,0.12,+1.5,+1.5,Matches
359,Robin Olsen\e7ee38c3,se SWE,GK,Everton,30,1990,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
360,Josh Onomah\6612cd8c,eng ENG,MF,Fulham,23,1997,4.2,0,6,1,16.7,1.44,0.24,0.00,0.00,16.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
361,Divock Origi\43a166b4,be BEL,FW,Liverpool,25,1995,2.1,0,7,2,28.6,3.39,0.97,0.00,0.00,18.0,0,0,0,1.0,1.0,0.14,-1.0,-1.0,Matches
362,Ben Osborn\79bc4c45,eng ENG,MFDF,Sheffield Utd,25,1994,17.8,1,9,4,44.4,0.50,0.22,0.11,0.25,17.9,0,0,0,1.2,1.2,0.14,-0.2,-0.2,Matches
363,Owen Otasowie\6956ff08,us USA,MFFW,Wolves,19,2001,2.1,0,4,0,0.0,1.93,0.00,0.00,,11.5,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches
364,Alex Oxlade-Chamberlain\38c7feef,eng ENG,FWMF,Liverpool,26,1993,2.8,1,8,3,37.5,2.85,1.07,0.13,0.33,19.7,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
365,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,25,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
366,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,27,1993,17.0,0,26,4,15.4,1.53,0.23,0.00,0.00,25.1,0,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches
367,Rui Patrício\79b0d6a0,pt POR,GK,Wolves,32,1988,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
368,Bailey Peacock-Farrell\4879f8cb,nir NIR,GK,Burnley,23,1996,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
369,Lee Peltier\af341b88,eng ENG,DF,West Brom,33,1986,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
370,Nicolas Pépé\57e3f0c7,ci CIV,FW,Arsenal,25,1995,18.0,10,48,20,41.7,2.67,1.11,0.19,0.45,15.4,1,1,1,7.0,6.2,0.13,+3.0,+2.8,Matches
371,Matheus Pereira\b04ee927,pt POR,MFFW,West Brom,24,1996,28.6,11,61,24,39.3,2.13,0.84,0.11,0.29,21.6,10,4,4,7.2,4.1,0.07,+3.8,+2.9,Matches
372,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,26,1993,10.7,0,7,4,57.1,0.66,0.38,0.00,0.00,19.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
373,Ayoze Pérez\819aa8e7,es ESP,MFFW,Leicester City,27,1993,14.8,2,31,13,41.9,2.10,0.88,0.06,0.15,16.4,1,0,0,3.2,3.2,0.10,-1.2,-1.2,Matches
374,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,24,1995,27.0,1,15,5,33.3,0.56,0.19,0.07,0.20,26.2,3,0,0,0.4,0.4,0.02,+0.6,+0.6,Matches
375,Matt Phillips\7bb5f40e,sct SCO,MFFW,West Brom,29,1991,20.3,2,22,9,40.9,1.08,0.44,0.09,0.22,20.2,1,0,0,2.5,2.5,0.11,-0.5,-0.5,Matches
376,Nathaniel Phillips\515ebe8d,eng ENG,DF,Liverpool,23,1997,16.2,1,13,1,7.7,0.80,0.06,0.08,1.00,9.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
377,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
378,Jordan Pickford\4806ec67,eng ENG,GK,Everton,26,1994,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
379,Erik Pieters\1ef37668,nl NED,DFMF,Burnley,31,1988,14.1,0,4,3,75.0,0.28,0.21,0.00,0.00,18.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
380,Daniel Podence\7fcc71d8,pt POR,MFFW,Wolves,24,1995,18.5,3,32,14,43.8,1.73,0.76,0.09,0.21,16.6,0,0,0,3.1,3.1,0.10,-0.1,-0.1,Matches
381,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,27,1993,21.1,3,31,11,35.5,1.47,0.52,0.10,0.27,15.4,0,0,0,2.1,2.1,0.07,+0.9,+0.9,Matches
382,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,28,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
383,Dennis Praet\86695068,be BEL,MFFW,Leicester City,26,1994,8.0,1,8,2,25.0,1.00,0.25,0.13,0.50,16.1,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
384,Davy Pröpper\fdd85f94,nl NED,MF,Brighton,28,1991,2.4,0,4,2,50.0,1.69,0.85,0.00,0.00,17.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
385,Christian Pulisic\1bf33a9a,us USA,FWMF,Chelsea,21,1998,19.3,4,43,16,37.2,2.23,0.83,0.09,0.25,13.9,0,0,0,5.4,5.4,0.13,-1.4,-1.4,Matches
386,Aaron Ramsdale\466fb2c5,eng ENG,GK,Sheffield Utd,22,1998,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
387,Jacob Ramsey\1544f145,eng ENG,MFFW,Aston Villa,19,2001,7.0,0,11,1,9.1,1.58,0.14,0.00,0.00,18.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
388,Kayne Ramsey\dc31b84c,eng ENG,DF,Southampton,19,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
389,Darren Randolph\6385ebfb,ie IRL,GK,West Ham,33,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
390,Marcus Rashford\a1d5bd30,eng ENG,FW,Manchester Utd,22,1997,32.4,11,79,36,45.6,2.43,1.11,0.14,0.31,18.4,5,0,0,9.3,9.3,0.12,+1.7,+1.7,Matches
391,Tim Ream\28b40c9c,us USA,DF,Fulham,32,1987,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
392,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,26,1994,19.3,2,45,14,31.1,2.33,0.72,0.04,0.14,17.9,0,0,0,3.3,3.3,0.07,-1.3,-1.3,Matches
393,Harrison Reed\803ae100,eng ENG,MF,Fulham,25,1995,25.0,0,13,4,30.8,0.52,0.16,0.00,0.00,25.6,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
394,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,23,1996,24.9,0,21,4,19.0,0.84,0.16,0.00,0.00,18.3,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
395,Bobby Reid\0f7533cd,jm JAM,MFDF,Fulham,27,1993,26.4,5,34,8,23.5,1.29,0.30,0.15,0.63,16.8,1,0,0,4.8,4.8,0.14,+0.2,+0.2,Matches
396,Declan Rice\1c7012b8,eng ENG,MF,West Ham,21,1999,32.0,2,24,7,29.2,0.75,0.22,0.04,0.14,19.9,2,1,2,3.0,1.5,0.06,-1.0,-0.5,Matches
397,Lewis Richardson\4fa62ae4,eng ENG,FWMF,Burnley,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
398,Richarlison\fa031b34,br BRA,FW,Everton,23,1997,31.8,7,82,32,39.0,2.58,1.01,0.07,0.19,14.5,1,1,1,11.5,10.7,0.13,-4.5,-4.7,Matches
399,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,23,1996,20.2,2,8,2,25.0,0.40,0.10,0.25,1.00,19.6,0,0,0,0.7,0.7,0.08,+1.3,+1.3,Matches
400,Matt Ritchie\71ef519e,sct SCO,DFMF,Newcastle Utd,30,1989,15.0,0,11,1,9.1,0.73,0.07,0.00,0.00,22.2,2,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
401,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,21,1999,14.9,1,26,12,46.2,1.75,0.81,0.04,0.08,19.0,0,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches
402,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,26,1994,37.6,1,19,5,26.3,0.51,0.13,0.05,0.20,17.3,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
403,Antonee Robinson\289601e6,us USA,DF,Fulham,22,1997,24.0,0,11,4,36.4,0.46,0.17,0.00,0.00,19.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
404,Callum Robinson\e75750a3,ie IRL,FWMF,West Brom,25,1995,17.3,5,31,11,35.5,1.79,0.63,0.16,0.45,20.1,0,0,0,3.1,3.1,0.10,+1.9,+1.9,Matches
405,Jack Robinson\7399c7a8,eng ENG,DF,Sheffield Utd,26,1993,9.7,0,5,0,0.0,0.51,0.00,0.00,,12.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
406,Hal Robson-Kanu\fb2dec57,wls WAL,FWMF,West Brom,31,1989,6.2,2,13,6,46.2,2.09,0.96,0.15,0.33,19.6,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
407,Marek Rodák\17acc2ed,sk SVK,GK,Fulham,23,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
408,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,22,1997,8.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
409,Rodri\6434f10d,es ESP,MF,Manchester City,24,1996,30.5,2,31,7,22.6,1.02,0.23,0.03,0.14,19.4,0,1,1,2.5,1.7,0.06,-0.5,-0.7,Matches
410,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,29,1991,14.3,7,48,17,35.4,3.35,1.19,0.15,0.41,15.1,1,0,0,6.3,6.3,0.13,+0.7,+0.7,Matches
411,James Rodríguez\715bf047,co COL,FWMF,Everton,29,1991,19.6,6,37,19,51.4,1.89,0.97,0.16,0.32,19.5,4,0,0,3.4,3.4,0.09,+2.6,+2.6,Matches
412,Jay Rodriguez\4ab53cdb,eng ENG,FWMF,Burnley,31,1989,14.1,1,30,9,30.0,2.13,0.64,0.03,0.11,17.3,0,0,0,2.6,2.6,0.09,-1.6,-1.6,Matches
413,Oriol Romeu\4b511457,es ESP,MF,Southampton,28,1991,19.6,1,14,4,28.6,0.71,0.20,0.07,0.25,24.0,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
414,John Ruddy\da8b19e2,eng ENG,GK,Wolves,33,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
