,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
415,Wayne Rooney\f07be45a,eng ENG,MFFW,Everton,31,1985,25.2,10,42,11,26.2,1.67,0.44,0.17,0.64,23.5,3,3,6,8.2,3.5,0.08,+1.8,+3.5,Matches
416,Danny Rose\89d10e53,eng ENG,DF,Tottenham,27,1990,8.9,0,8,1,12.5,0.90,0.11,0.00,0.00,17.3,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
417,Liam Rosenior\8b0d6fe9,eng ENG,DF,Brighton,33,1984,1.8,0,2,0,0.0,1.10,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
418,Wayne Routledge\1d387eee,eng ENG,MFFW,Swansea City,32,1985,4.8,0,5,2,40.0,1.05,0.42,0.00,0.00,14.5,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
419,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,24,1993,26.0,2,15,4,26.7,0.58,0.15,0.13,0.50,16.6,0,0,0,1.6,1.6,0.11,+0.4,+0.4,Matches
420,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,25,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
421,Abdelhamid Sabiri\4830e0af,de GER,MF,Huddersfield,20,1996,2.4,0,5,0,0.0,2.05,0.00,0.00,,17.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
422,Henri Saivet\f3709655,sn SEN,MF,Newcastle Utd,26,1990,0.9,1,1,1,100.0,1.08,1.08,1.00,1.00,30.5,1,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
423,Diafra Sakho\57c433c8,sn SEN,FWMF,West Ham,27,1989,3.4,2,10,3,30.0,2.94,0.88,0.20,0.67,10.4,0,0,0,1.7,1.7,0.17,+0.3,+0.3,Matches
424,Mamadou Sakho\87935cf3,fr FRA,DF,Crystal Palace,27,1990,17.8,1,3,1,33.3,0.17,0.06,0.33,1.00,4.3,0,0,0,1.6,1.6,0.52,-0.6,-0.6,Matches
425,Bakary Sako\381d7d54,ml MLI,FWMF,Crystal Palace,29,1988,5.3,3,17,6,35.3,3.20,1.13,0.18,0.50,14.6,0,0,0,2.3,2.3,0.14,+0.7,+0.7,Matches
426,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,25,1992,32.3,32,142,65,45.8,4.40,2.01,0.22,0.48,15.0,4,1,2,24.4,22.9,0.16,+7.6,+8.1,Matches
427,Renato Sanches\032f894e,pt POR,MF,Swansea City,19,1997,7.8,0,12,0,0.0,1.54,0.00,0.00,,27.3,4,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
428,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Arsenal,28,1988,16.7,7,68,25,36.8,4.07,1.50,0.09,0.24,19.6,14,1,1,7.3,6.6,0.10,-0.3,-0.6,Matches
429,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Manchester Utd,28,1988,11.6,2,20,6,30.0,1.73,0.52,0.10,0.33,15.0,0,0,1,3.7,2.8,0.14,-1.7,-0.8,Matches
430,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,21,1996,28.2,0,9,1,11.1,0.32,0.04,0.00,0.00,11.9,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
431,Leroy Sané\2b114be3,de GER,FW,Manchester City,21,1996,26.9,10,56,19,33.9,2.08,0.71,0.18,0.53,17.2,6,0,0,5.7,5.7,0.10,+4.3,+4.3,Matches
432,Ezequiel Schelotto\a6e316c1,it ITA,DF,Brighton,28,1989,14.6,0,7,2,28.6,0.48,0.14,0.00,0.00,22.6,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
433,Christopher Schindler\8ae9869d,de GER,DF,Huddersfield,27,1990,36.3,0,10,0,0.0,0.28,0.00,0.00,,7.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
434,Jeffrey Schlupp\3312f911,gh GHA,DFMF,Crystal Palace,24,1992,19.4,0,14,2,14.3,0.72,0.10,0.00,0.00,17.6,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
435,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,30,1986,32.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
436,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Everton,27,1989,23.7,0,4,0,0.0,0.17,0.00,0.00,,16.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
437,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Stoke City,25,1991,33.8,8,69,30,43.5,2.04,0.89,0.12,0.27,21.4,8,0,1,5.7,5.0,0.07,+2.3,+3.0,Matches
438,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,22,1995,8.8,0,12,5,41.7,1.37,0.57,0.00,0.00,22.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
439,Ryan Shawcross\285a3d44,eng ENG,DF,Stoke City,29,1987,26.3,1,27,8,29.6,1.02,0.30,0.04,0.13,8.6,0,0,0,3.2,3.2,0.12,-2.2,-2.2,Matches
440,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,25,1992,25.2,1,42,9,21.4,1.67,0.36,0.02,0.11,25.4,6,0,0,2.1,2.1,0.05,-1.1,-1.1,Matches
441,Gylfi Sigurðsson\76dd1480,is ISL,MFFW,Everton,27,1989,25.1,4,39,12,30.8,1.55,0.48,0.10,0.33,20.2,3,0,0,3.2,3.2,0.08,+0.8,+0.8,Matches
442,Adrien Silva\d6f88a1d,pt POR,MF,Leicester City,28,1989,8.5,0,11,2,18.2,1.30,0.24,0.00,0.00,25.1,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
443,Bernardo Silva\3eb22ec9,pt POR,FWMF,Manchester City,22,1994,17.0,6,25,14,56.0,1.47,0.82,0.24,0.43,14.0,0,0,0,4.2,3.6,0.14,+1.8,+2.4,Matches
444,David Silva\e2716bd0,es ESP,MF,Manchester City,31,1986,27.0,9,55,21,38.2,2.04,0.78,0.16,0.43,15.3,2,0,0,7.3,7.3,0.13,+1.7,+1.7,Matches
445,Danny Simpson\3201b03d,eng ENG,DF,Leicester City,30,1987,25.6,0,3,1,33.3,0.12,0.04,0.00,0.00,11.4,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
446,Jack Simpson\76fa5f80,eng ENG,DF,Bournemouth,20,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
447,Josh Sims\6d6f09dc,eng ENG,FWMF,Southampton,20,1997,1.8,0,11,5,45.5,6.07,2.76,0.00,0.00,17.3,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
448,Jerome Sinclair\1695c659,eng ENG,FWMF,Watford,20,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
449,Moussa Sissoko\2acd49b9,fr FRA,MFFW,Tottenham,27,1989,15.4,1,19,8,42.1,1.23,0.52,0.05,0.13,14.9,0,0,0,3.4,3.4,0.19,-2.4,-2.4,Matches
450,Islam Slimani\ffec9769,dz ALG,FWMF,Leicester City,29,1988,2.8,1,5,3,60.0,1.81,1.08,0.20,0.33,14.5,0,0,0,1.2,1.2,0.24,-0.2,-0.2,Matches
451,Islam Slimani\ffec9769,dz ALG,FW,Newcastle Utd,29,1988,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
452,Chris Smalling\b6964eb6,eng ENG,DF,Manchester Utd,27,1989,28.2,4,13,6,46.2,0.46,0.21,0.31,0.67,7.5,0,0,0,2.6,2.6,0.20,+1.4,+1.4,Matches
453,Adam Smith\20b104bc,eng ENG,DFMF,Bournemouth,26,1991,23.0,1,12,3,25.0,0.52,0.13,0.08,0.33,21.4,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
454,Tommy Smith\e9208654,eng ENG,DF,Huddersfield,25,1992,21.2,0,8,2,25.0,0.38,0.09,0.00,0.00,25.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
455,Cédric Soares\839c14e1,pt POR,DF,Southampton,25,1991,31.0,0,23,4,17.4,0.74,0.13,0.00,0.00,25.5,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
456,Ramadan Sobhi\98be0d02,eg EGY,FWMF,Stoke City,20,1997,13.8,2,13,6,46.2,0.95,0.44,0.15,0.33,17.4,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Matches
457,Dominic Solanke\e77dc3b2,eng ENG,FW,Liverpool,19,1997,6.6,1,23,7,30.4,3.47,1.06,0.04,0.14,13.3,0,0,0,2.9,2.9,0.13,-1.9,-1.9,Matches
458,Pape Souaré\46b5375e,sn SEN,DF,Crystal Palace,27,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
459,Julián Speroni\8e65a5e5,ar ARG,GK,Crystal Palace,38,1979,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
460,Kostas Stafylidis\861e0116,gr GRE,DFMF,Stoke City,23,1993,3.7,0,4,0,0.0,1.07,0.00,0.00,,27.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
461,Junior Stanislas\6992791d,eng ENG,MFFW,Bournemouth,27,1989,14.3,5,45,19,42.2,3.15,1.33,0.09,0.21,21.2,8,1,1,3.6,2.8,0.06,+1.4,+1.2,Matches
462,Dale Stephens\653ee42d,eng ENG,MF,Brighton,28,1989,36.0,0,19,2,10.5,0.53,0.06,0.00,0.00,22.9,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
463,Jack Stephens\6adbc307,eng ENG,DF,Southampton,23,1994,22.0,2,11,4,36.4,0.50,0.18,0.18,0.50,10.5,0,0,0,1.2,1.2,0.11,+0.8,+0.8,Matches
464,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,22,1994,28.7,18,87,33,37.9,3.03,1.15,0.20,0.52,14.6,0,1,1,18.3,17.1,0.20,-0.3,-0.1,Matches
465,John Stones\5eecec3d,eng ENG,DF,Manchester City,23,1994,14.5,0,12,4,33.3,0.83,0.28,0.00,0.00,9.8,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Matches
466,Daniel Sturridge\1b7ec703,eng ENG,FW,Liverpool,27,1989,4.8,2,22,7,31.8,4.59,1.46,0.09,0.29,17.1,1,0,0,2.6,2.6,0.12,-0.6,-0.6,Matches
467,Daniel Sturridge\1b7ec703,eng ENG,FWMF,West Brom,27,1989,1.3,0,3,0,0.0,2.29,0.00,0.00,,18.5,0,0,0,0.4,0.4,0.15,-0.4,-0.4,Matches
468,Ki Sung-yueng\1d8c99b0,kr KOR,MF,Swansea City,28,1989,20.8,2,20,6,30.0,0.96,0.29,0.10,0.33,24.4,1,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches
469,Andrew Surman\7d41b619,eng ENG,MF,Bournemouth,30,1986,20.6,2,18,6,33.3,0.87,0.29,0.11,0.33,22.2,0,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches
470,Markus Suttner\7391c2d9,at AUT,DF,Brighton,30,1987,13.1,0,3,0,0.0,0.23,0.00,0.00,,28.3,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
471,Lasse Sørensen\ce9c203e,dk DEN,MF,Stoke City,17,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
472,Alexander Sørloth\e92cd3f7,no NOR,FW,Crystal Palace,21,1995,4.0,0,7,3,42.9,1.75,0.75,0.00,0.00,15.9,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
473,Dušan Tadić\2475dcc6,rs SRB,MFFW,Southampton,28,1988,31.0,6,38,12,31.6,1.23,0.39,0.13,0.42,17.6,1,1,1,4.8,4.1,0.11,+1.2,+0.9,Matches
474,Matt Targett\e514ab62,eng ENG,DF,Southampton,21,1995,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
475,James Tarkowski\15ea812b,eng ENG,DF,Burnley,24,1992,31.0,0,18,4,22.2,0.58,0.13,0.00,0.00,9.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
476,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,23,1993,10.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
477,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,28,1989,26.5,3,23,8,34.8,0.87,0.30,0.13,0.38,11.6,0,0,0,2.0,2.0,0.10,+1.0,+1.0,Matches
478,Cenk Tosun\9a104dee,tr TUR,FW,Everton,26,1991,11.0,5,19,8,42.1,1.73,0.73,0.26,0.63,12.2,0,0,0,2.8,2.8,0.16,+2.2,+2.2,Matches
479,Yaya Touré\c204f844,ci CIV,MF,Manchester City,34,1983,2.6,0,5,1,20.0,1.91,0.38,0.00,0.00,22.8,3,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
480,Andros Townsend\b28bbd58,eng ENG,FWMF,Crystal Palace,26,1991,34.7,2,63,15,23.8,1.82,0.43,0.03,0.13,21.6,2,0,0,3.3,3.3,0.05,-1.3,-1.3,Matches
481,Kieran Trippier\21512407,eng ENG,DF,Tottenham,26,1990,21.3,0,7,1,14.3,0.33,0.05,0.00,0.00,22.4,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
482,Axel Tuanzebe\2baec6ce,eng ENG,FW,Manchester Utd,19,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
483,Josh Tymon\efe6f6ac,eng ENG,DF,Stoke City,18,1999,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
484,Leonardo Ulloa\eed56f6c,ar ARG,FW,Leicester City,31,1986,0.2,0,1,1,100.0,4.09,4.09,0.00,0.00,8.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
485,Leonardo Ulloa\eed56f6c,ar ARG,FW,Brighton,31,1986,3.0,1,2,1,50.0,0.67,0.34,0.50,1.00,6.0,0,0,0,0.4,0.4,0.22,+0.6,+0.6,Matches
486,Antonio Valencia\08aa17d0,ec ECU,DF,Manchester Utd,31,1985,30.4,3,15,3,20.0,0.49,0.10,0.20,1.00,21.1,0,0,0,0.6,0.6,0.04,+2.4,+2.4,Matches
487,Jamie Vardy\45963054,eng ENG,FW,Leicester City,30,1987,36.1,20,65,29,44.6,1.80,0.80,0.23,0.52,14.1,0,5,6,17.7,13.1,0.20,+2.3,+1.9,Matches
488,Jan Vertonghen\ba23a904,be BEL,DF,Tottenham,30,1987,35.6,0,25,3,12.0,0.70,0.08,0.00,0.00,20.7,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
489,Nikola Vlašić\aa8e289e,hr CRO,FWMF,Everton,19,1997,6.4,0,5,1,20.0,0.78,0.16,0.00,0.00,17.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
490,Sam Vokes\1d6ac165,wls WAL,FWMF,Burnley,27,1989,11.1,4,34,9,26.5,3.07,0.81,0.12,0.44,10.7,0,0,0,3.3,3.3,0.10,+0.7,+0.7,Matches
491,Michel Vorm\1bebde9d,nl NED,GK,Tottenham,33,1983,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
492,Molla Wagué\a440d8ca,ml MLI,DF,Watford,26,1991,4.9,1,3,1,33.3,0.62,0.21,0.33,1.00,4.8,0,0,0,0.9,0.9,0.29,+0.1,+0.1,Matches
493,Theo Walcott\1ecb65be,eng ENG,FWMF,Arsenal,28,1989,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
494,Theo Walcott\1ecb65be,eng ENG,FW,Everton,28,1989,12.8,3,19,8,42.1,1.48,0.62,0.16,0.38,14.2,0,0,0,3.1,3.1,0.16,-0.1,-0.1,Matches
495,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,27,1990,30.9,0,13,1,7.7,0.42,0.03,0.00,0.00,24.5,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
496,Kyle Walker-Peters\984a5a64,eng ENG,DF,Tottenham,20,1997,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
497,Jonathan Walters\0356cf4f,ie IRL,MFFW,Burnley,33,1983,0.4,0,1,0,0.0,2.31,0.00,0.00,,9.1,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
498,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Crystal Palace,19,1997,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
499,Victor Wanyama\e0900238,ke KEN,MF,Tottenham,26,1991,9.4,1,13,3,23.1,1.38,0.32,0.08,0.33,21.2,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
500,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,27,1989,17.9,0,5,1,20.0,0.28,0.06,0.00,0.00,16.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
501,Stephen Ward\3831b9fe,ie IRL,DF,Burnley,31,1985,27.3,1,6,1,16.7,0.22,0.04,0.17,1.00,16.1,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
502,James Ward-Prowse\3515d404,eng ENG,FWMF,Southampton,22,1994,19.1,3,27,13,48.1,1.42,0.68,0.11,0.23,22.2,6,0,0,2.1,2.1,0.08,+0.9,+0.9,Matches
503,Ben Watson\df540668,eng ENG,MF,Watford,32,1985,5.1,0,1,0,0.0,0.20,0.00,0.00,,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
504,Danny Welbeck\ce5143da,eng ENG,FWMF,Arsenal,26,1990,13.3,5,32,13,40.6,2.41,0.98,0.16,0.38,13.8,0,0,0,5.2,5.2,0.16,-0.2,-0.2,Matches
505,Nahki Wells\b070482d,bm BER,FWMF,Burnley,27,1990,0.6,0,3,1,33.3,4.91,1.64,0.00,0.00,15.2,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches
506,Ashley Westwood\495945ef,eng ENG,MF,Burnley,27,1990,12.3,0,8,1,12.5,0.65,0.08,0.00,0.00,18.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
507,Dean Whitehead\a32204c9,eng ENG,MF,Huddersfield,35,1982,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
508,Georginio Wijnaldum\eb58eef0,nl NED,MF,Liverpool,26,1990,26.5,1,38,8,21.1,1.43,0.30,0.03,0.13,18.3,1,0,0,2.5,2.5,0.07,-1.5,-1.5,Matches
509,Ashley Williams\a498e276,wls WAL,DF,Everton,32,1984,20.4,1,14,3,21.4,0.69,0.15,0.07,0.33,10.7,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
510,Danny Williams\ec9a28ce,us USA,MF,Huddersfield,28,1989,12.5,0,12,2,16.7,0.96,0.16,0.00,0.00,23.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
511,Willian\8b9ebd03,br BRA,FWMF,Chelsea,28,1988,21.0,6,52,22,42.3,2.48,1.05,0.10,0.23,19.4,4,1,1,5.2,4.5,0.09,+0.8,+0.5,Matches
512,Joe Willock\a3b03921,eng ENG,MFFW,Arsenal,17,1999,0.9,0,1,0,0.0,1.10,0.00,0.00,,13.3,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches
513,Jack Wilshere\9c318325,eng ENG,MF,Arsenal,25,1992,13.3,1,15,5,33.3,1.13,0.38,0.07,0.20,18.0,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
514,Callum Wilson\c596fcb0,eng ENG,FW,Bournemouth,25,1992,22.0,8,54,19,35.2,2.45,0.86,0.15,0.42,12.4,0,0,0,8.6,8.6,0.16,-0.6,-0.6,Matches
515,Kevin Wimmer\faf55ce4,at AUT,DF,Stoke City,24,1992,14.7,0,1,0,0.0,0.07,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
516,Harry Winks\2f7acede,eng ENG,MF,Tottenham,21,1996,8.6,0,3,0,0.0,0.35,0.00,0.00,,27.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
517,Chris Wood\4e9a0555,nz NZL,FW,Burnley,25,1991,18.0,10,45,24,53.3,2.49,1.33,0.22,0.42,11.3,0,0,0,8.1,8.1,0.19,+1.9,+1.9,Matches
518,Ben Woodburn\8aadeaef,wls WAL,MF,Liverpool,17,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
519,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,24,1992,36.2,1,66,18,27.3,1.82,0.50,0.02,0.06,27.6,8,0,0,2.2,2.2,0.03,-1.2,-1.2,Matches
520,Claudio Yacob\bda6ffd4,ar ARG,MF,West Brom,30,1987,10.0,0,6,1,16.7,0.60,0.10,0.00,0.00,14.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
521,DeAndre Yedlin\ae0a7ddf,us USA,DF,Newcastle Utd,24,1993,31.6,0,6,0,0.0,0.19,0.00,0.00,,25.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
522,Maya Yoshida\caffaf5a,jp JPN,DF,Southampton,28,1988,22.8,2,19,4,21.1,0.83,0.18,0.11,0.50,9.7,1,0,0,2.3,2.3,0.12,-0.3,-0.3,Matches
523,Ashley Young\be927d03,eng ENG,DF,Manchester Utd,32,1985,27.1,2,18,4,22.2,0.66,0.15,0.11,0.50,20.9,3,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches
524,Pablo Zabaleta\6813ac34,ar ARG,DF,West Ham,32,1985,36.5,0,6,1,16.7,0.16,0.03,0.00,0.00,13.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
525,Wilfried Zaha\b2bc3b1f,ci CIV,FWMF,Crystal Palace,24,1992,28.3,9,65,25,38.5,2.30,0.88,0.14,0.36,14.4,0,0,0,10.5,10.5,0.16,-1.5,-1.5,Matches
526,Davide Zappacosta\7fe90ccd,it ITA,DF,Chelsea,25,1992,12.2,1,23,7,30.4,1.89,0.57,0.04,0.14,21.1,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
527,Marvin Zeegelaar\8abd0c03,nl NED,DF,Watford,26,1990,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
528,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,20,1996,5.9,0,5,2,40.0,0.85,0.34,0.00,0.00,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
529,Kurt Zouma\ce4246f5,fr FRA,DF,Stoke City,22,1994,32.1,1,20,7,35.0,0.62,0.22,0.05,0.14,20.8,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
